geoid,name,B19013001,"B19013001, Error"
14000US06037239201,"Census Tract 2392.01, Los Angeles, CA",36034,5377
14000US06037239202,"Census Tract 2392.02, Los Angeles, CA",42609,10482
14000US06037239310,"Census Tract 2393.10, Los Angeles, CA",37259,4446
14000US06037239320,"Census Tract 2393.20, Los Angeles, CA",44896,5477
14000US06037239330,"Census Tract 2393.30, Los Angeles, CA",32708,6561
14000US06037239501,"Census Tract 2395.01, Los Angeles, CA",44177,4859
14000US06037239502,"Census Tract 2395.02, Los Angeles, CA",41250,6439
14000US06037239601,"Census Tract 2396.01, Los Angeles, CA",43102,10388
14000US06037239602,"Census Tract 2396.02, Los Angeles, CA",38295,6268
14000US06037239701,"Census Tract 2397.01, Los Angeles, CA",36232,7630
14000US06037239702,"Census Tract 2397.02, Los Angeles, CA",31189,6281
14000US06037239801,"Census Tract 2398.01, Los Angeles, CA",46938,13019
14000US06037239802,"Census Tract 2398.02, Los Angeles, CA",42171,13054
14000US06037240010,"Census Tract 2400.10, Los Angeles, CA",30612,4674
14000US06037240020,"Census Tract 2400.20, Los Angeles, CA",38266,13782
14000US06037240200,"Census Tract 2402, Los Angeles, CA",40286,12906
14000US06037240300,"Census Tract 2403, Los Angeles, CA",22875,3967
14000US06037240401,"Census Tract 2404.01, Los Angeles, CA",42662,7269
14000US06037240402,"Census Tract 2404.02, Los Angeles, CA",42422,16112
14000US06037240500,"Census Tract 2405, Los Angeles, CA",40764,10613
14000US06037240600,"Census Tract 2406, Los Angeles, CA",43250,7688
14000US06037240700,"Census Tract 2407, Los Angeles, CA",43584,2167
14000US06037240800,"Census Tract 2408, Los Angeles, CA",41277,5397
14000US06037240900,"Census Tract 2409, Los Angeles, CA",45619,12960
14000US06037241001,"Census Tract 2410.01, Los Angeles, CA",41563,12739
14000US06037241002,"Census Tract 2410.02, Los Angeles, CA",59116,14271
14000US06037241110,"Census Tract 2411.10, Los Angeles, CA",47090,3723
14000US06037241120,"Census Tract 2411.20, Los Angeles, CA",35114,8990
14000US06037241201,"Census Tract 2412.01, Los Angeles, CA",48864,11795
14000US06037241202,"Census Tract 2412.02, Los Angeles, CA",34662,8713
14000US06037241300,"Census Tract 2413, Los Angeles, CA",46111,16137
14000US06037241400,"Census Tract 2414, Los Angeles, CA",36667,13423
14000US06037242000,"Census Tract 2420, Los Angeles, CA",30698,5346
14000US06037242100,"Census Tract 2421, Los Angeles, CA",18177,3825
14000US06037242200,"Census Tract 2422, Los Angeles, CA",28313,7275
14000US06037242300,"Census Tract 2423, Los Angeles, CA",26515,7058
14000US06037242600,"Census Tract 2426, Los Angeles, CA",16586,3141
14000US06037242700,"Census Tract 2427, Los Angeles, CA",46492,12317
14000US06037243000,"Census Tract 2430, Los Angeles, CA",51479,4135
14000US06037243100,"Census Tract 2431, Los Angeles, CA",27879,3083
14000US06037261101,"Census Tract 2611.01, Los Angeles, CA",199094,22313
14000US06037261102,"Census Tract 2611.02, Los Angeles, CA",159563,37815
14000US06037261200,"Census Tract 2612, Los Angeles, CA",188424,34260
14000US06037262100,"Census Tract 2621, Los Angeles, CA",217462,71136
14000US06037262200,"Census Tract 2622, Los Angeles, CA",184000,44756
14000US06037262301,"Census Tract 2623.01, Los Angeles, CA",215750,72729
14000US06037262302,"Census Tract 2623.02, Los Angeles, CA",158571,41566
14000US06037262303,"Census Tract 2623.03, Los Angeles, CA",250001,
14000US06037262400,"Census Tract 2624, Los Angeles, CA",250001,
14000US06037262501,"Census Tract 2625.01, Los Angeles, CA",224962,24985
14000US06037262601,"Census Tract 2626.01, Los Angeles, CA",212386,22458
14000US06037262604,"Census Tract 2626.04, Los Angeles, CA",200625,28531
14000US06037262704,"Census Tract 2627.04, Los Angeles, CA",122083,13421
14000US06037262706,"Census Tract 2627.06, Los Angeles, CA",188409,81265
14000US06037262802,"Census Tract 2628.02, Los Angeles, CA",217292,22614
14000US06037264000,"Census Tract 2640, Los Angeles, CA",220417,67305
14000US06037264102,"Census Tract 2641.02, Los Angeles, CA",108004,15956
14000US06037264103,"Census Tract 2641.03, Los Angeles, CA",105481,17530
14000US06037264301,"Census Tract 2643.01, Los Angeles, CA",101439,13389
14000US06037264302,"Census Tract 2643.02, Los Angeles, CA",92381,14383
14000US06037265100,"Census Tract 2651, Los Angeles, CA",112500,23765
14000US06037265201,"Census Tract 2652.01, Los Angeles, CA",72361,36838
14000US06037265202,"Census Tract 2652.02, Los Angeles, CA",74417,31718
14000US06037265301,"Census Tract 2653.01, Los Angeles, CA",,
14000US06037265303,"Census Tract 2653.03, Los Angeles, CA",21506,8418
14000US06037265304,"Census Tract 2653.04, Los Angeles, CA",21228,3675
14000US06037265305,"Census Tract 2653.05, Los Angeles, CA",20655,8015
14000US06037265410,"Census Tract 2654.10, Los Angeles, CA",117885,20642
14000US06037265420,"Census Tract 2654.20, Los Angeles, CA",198542,75036
14000US06037265510,"Census Tract 2655.10, Los Angeles, CA",54847,10761
14000US06037265520,"Census Tract 2655.20, Los Angeles, CA",104559,12613
14000US06037265601,"Census Tract 2656.01, Los Angeles, CA",119886,13783
14000US06037265602,"Census Tract 2656.02, Los Angeles, CA",117629,11171
14000US06037265700,"Census Tract 2657, Los Angeles, CA",85083,17567
14000US06037267100,"Census Tract 2671, Los Angeles, CA",105284,19417
14000US06037267200,"Census Tract 2672, Los Angeles, CA",86601,26308
14000US06037267300,"Census Tract 2673, Los Angeles, CA",68913,14617
14000US06037267402,"Census Tract 2674.02, Los Angeles, CA",87095,19279
14000US06037267403,"Census Tract 2674.03, Los Angeles, CA",88631,11616
14000US06037267404,"Census Tract 2674.04, Los Angeles, CA",82500,14411
14000US06037267501,"Census Tract 2675.01, Los Angeles, CA",86086,30421
14000US06037267502,"Census Tract 2675.02, Los Angeles, CA",86343,14537
14000US06037267600,"Census Tract 2676, Los Angeles, CA",70692,14525
14000US06037267700,"Census Tract 2677, Los Angeles, CA",94185,10211
14000US06037267800,"Census Tract 2678, Los Angeles, CA",86121,14578
14000US06037267901,"Census Tract 2679.01, Los Angeles, CA",118393,42425
14000US06037267902,"Census Tract 2679.02, Los Angeles, CA",138750,27437
14000US06037269000,"Census Tract 2690, Los Angeles, CA",127054,31338
14000US06037269100,"Census Tract 2691, Los Angeles, CA",88656,23501
14000US06037269300,"Census Tract 2693, Los Angeles, CA",165208,54842
14000US06037269500,"Census Tract 2695, Los Angeles, CA",191538,38518
14000US06037269601,"Census Tract 2696.01, Los Angeles, CA",53664,13471
14000US06037269602,"Census Tract 2696.02, Los Angeles, CA",58668,10610
14000US06037269700,"Census Tract 2697, Los Angeles, CA",89450,17895
14000US06037269800,"Census Tract 2698, Los Angeles, CA",83214,12714
14000US06037269903,"Census Tract 2699.03, Los Angeles, CA",65750,8561
14000US06037269904,"Census Tract 2699.04, Los Angeles, CA",70682,9263
14000US06037269905,"Census Tract 2699.05, Los Angeles, CA",80119,5071
14000US06037269906,"Census Tract 2699.06, Los Angeles, CA",95542,19338
14000US06037269907,"Census Tract 2699.07, Los Angeles, CA",78895,11157
14000US06037270100,"Census Tract 2701, Los Angeles, CA",71389,18066
14000US06037270200,"Census Tract 2702, Los Angeles, CA",67516,12726
14000US06037270300,"Census Tract 2703, Los Angeles, CA",74323,9943
14000US06037271100,"Census Tract 2711, Los Angeles, CA",89219,29544
14000US06037271200,"Census Tract 2712, Los Angeles, CA",71393,5753
14000US06037271300,"Census Tract 2713, Los Angeles, CA",101006,17510
14000US06037271400,"Census Tract 2714, Los Angeles, CA",133547,29443
14000US06037271500,"Census Tract 2715, Los Angeles, CA",100679,19461
14000US06037271600,"Census Tract 2716, Los Angeles, CA",89792,13280
14000US06037271701,"Census Tract 2717.01, Los Angeles, CA",93972,11486
14000US06037271702,"Census Tract 2717.02, Los Angeles, CA",67446,12724
14000US06037271801,"Census Tract 2718.01, Los Angeles, CA",55417,7138
14000US06037271802,"Census Tract 2718.02, Los Angeles, CA",85318,6160
14000US06037271901,"Census Tract 2719.01, Los Angeles, CA",92991,18800
14000US06037271902,"Census Tract 2719.02, Los Angeles, CA",73918,8423
14000US06037272100,"Census Tract 2721, Los Angeles, CA",94911,11851
14000US06037272201,"Census Tract 2722.01, Los Angeles, CA",62716,15536
14000US06037272202,"Census Tract 2722.02, Los Angeles, CA",63355,11380
14000US06037272301,"Census Tract 2723.01, Los Angeles, CA",84583,11925
14000US06037272302,"Census Tract 2723.02, Los Angeles, CA",59286,14171
14000US06037273100,"Census Tract 2731, Los Angeles, CA",121500,30352
14000US06037273200,"Census Tract 2732, Los Angeles, CA",88720,18401
14000US06037273300,"Census Tract 2733, Los Angeles, CA",71823,11808
14000US06037273402,"Census Tract 2734.02, Los Angeles, CA",72258,33093
14000US06037273502,"Census Tract 2735.02, Los Angeles, CA",90161,13055
14000US06037273600,"Census Tract 2736, Los Angeles, CA",123819,16873
14000US06037273700,"Census Tract 2737, Los Angeles, CA",96719,21387
14000US06037273800,"Census Tract 2738, Los Angeles, CA",96750,10510
14000US06037273902,"Census Tract 2739.02, Los Angeles, CA",144924,28639
14000US06037274100,"Census Tract 2741, Los Angeles, CA",116141,25853
14000US06037274202,"Census Tract 2742.02, Los Angeles, CA",128766,25306
14000US06037275101,"Census Tract 2751.01, Los Angeles, CA",97500,22922
14000US06037275102,"Census Tract 2751.02, Los Angeles, CA",58221,9218
14000US06037275200,"Census Tract 2752, Los Angeles, CA",62241,11063
14000US06037275302,"Census Tract 2753.02, Los Angeles, CA",96917,22933
14000US06037275311,"Census Tract 2753.11, Los Angeles, CA",90261,10533
14000US06037275400,"Census Tract 2754, Los Angeles, CA",137027,14083
14000US06037275500,"Census Tract 2755, Los Angeles, CA",42544,9617
14000US06037275602,"Census Tract 2756.02, Los Angeles, CA",148965,11619
14000US06037275603,"Census Tract 2756.03, Los Angeles, CA",84130,23659
14000US06037276000,"Census Tract 2760, Los Angeles, CA",144688,17808
14000US06037276100,"Census Tract 2761, Los Angeles, CA",66520,23947
14000US06037276400,"Census Tract 2764, Los Angeles, CA",158056,26017
14000US06037276500,"Census Tract 2765, Los Angeles, CA",91667,35821
14000US06037276601,"Census Tract 2766.01, Los Angeles, CA",138929,28046
14000US06037276603,"Census Tract 2766.03, Los Angeles, CA",90375,23269
14000US06037276604,"Census Tract 2766.04, Los Angeles, CA",93525,16172
14000US06037277000,"Census Tract 2770, Los Angeles, CA",137961,28606
14000US06037277100,"Census Tract 2771, Los Angeles, CA",124219,37274
14000US06037277200,"Census Tract 2772, Los Angeles, CA",60179,18373
14000US06037277400,"Census Tract 2774, Los Angeles, CA",43264,15159
14000US06037278001,"Census Tract 2780.01, Los Angeles, CA",109468,18995
14000US06037278102,"Census Tract 2781.02, Los Angeles, CA",148182,36646
14000US06037291110,"Census Tract 2911.10, Los Angeles, CA",43544,6470
14000US06037291120,"Census Tract 2911.20, Los Angeles, CA",53393,10719
14000US06037291130,"Census Tract 2911.30, Los Angeles, CA",67587,4868
14000US06037291210,"Census Tract 2912.10, Los Angeles, CA",61277,7815
14000US06037291220,"Census Tract 2912.20, Los Angeles, CA",50260,10443
14000US06037291300,"Census Tract 2913, Los Angeles, CA",81281,11317
14000US06037292000,"Census Tract 2920, Los Angeles, CA",42135,9442
14000US06037293201,"Census Tract 2932.01, Los Angeles, CA",64273,9764
14000US06037293202,"Census Tract 2932.02, Los Angeles, CA",42877,5817
14000US06037293301,"Census Tract 2933.01, Los Angeles, CA",83768,6317
14000US06037293302,"Census Tract 2933.02, Los Angeles, CA",83955,13064
14000US06037293304,"Census Tract 2933.04, Los Angeles, CA",63150,5813
14000US06037293306,"Census Tract 2933.06, Los Angeles, CA",100200,10905
14000US06037293307,"Census Tract 2933.07, Los Angeles, CA",51379,10293
14000US06037294110,"Census Tract 2941.10, Los Angeles, CA",51011,12130
14000US06037294120,"Census Tract 2941.20, Los Angeles, CA",57159,17774
14000US06037294200,"Census Tract 2942, Los Angeles, CA",70272,14374
14000US06037294301,"Census Tract 2943.01, Los Angeles, CA",65870,3856
14000US06037294302,"Census Tract 2943.02, Los Angeles, CA",55313,9838
14000US06037294410,"Census Tract 2944.10, Los Angeles, CA",50926,7605
14000US06037294421,"Census Tract 2944.21, Los Angeles, CA",47917,11474
14000US06037294510,"Census Tract 2945.10, Los Angeles, CA",49979,12251
14000US06037294520,"Census Tract 2945.20, Los Angeles, CA",50732,8313
14000US06037294610,"Census Tract 2946.10, Los Angeles, CA",49773,12527
14000US06037294620,"Census Tract 2946.20, Los Angeles, CA",44148,9985
14000US06037294701,"Census Tract 2947.01, Los Angeles, CA",36719,8139
14000US06037294810,"Census Tract 2948.10, Los Angeles, CA",49952,7387
14000US06037294820,"Census Tract 2948.20, Los Angeles, CA",39400,4907
14000US06037294830,"Census Tract 2948.30, Los Angeles, CA",44527,9512
14000US06037294900,"Census Tract 2949, Los Angeles, CA",42150,8633
14000US06037295103,"Census Tract 2951.03, Los Angeles, CA",124663,11563
14000US06037296210,"Census Tract 2962.10, Los Angeles, CA",40145,10696
14000US06037296220,"Census Tract 2962.20, Los Angeles, CA",30020,6288
14000US06037296300,"Census Tract 2963, Los Angeles, CA",80718,7216
14000US06037296401,"Census Tract 2964.01, Los Angeles, CA",92571,16671
14000US06037296402,"Census Tract 2964.02, Los Angeles, CA",108929,31174
14000US06037296500,"Census Tract 2965, Los Angeles, CA",35870,9920
14000US06037296600,"Census Tract 2966, Los Angeles, CA",40607,6242
14000US06037296901,"Census Tract 2969.01, Los Angeles, CA",40913,11667
14000US06037296902,"Census Tract 2969.02, Los Angeles, CA",52585,7645
14000US06037297000,"Census Tract 2970, Los Angeles, CA",110699,26855
14000US06037297110,"Census Tract 2971.10, Los Angeles, CA",40000,7158
14000US06037297120,"Census Tract 2971.20, Los Angeles, CA",49229,11003
14000US06037297201,"Census Tract 2972.01, Los Angeles, CA",60574,9221
14000US06037297202,"Census Tract 2972.02, Los Angeles, CA",70767,8092
14000US06037297300,"Census Tract 2973, Los Angeles, CA",102143,28917
14000US06037297400,"Census Tract 2974, Los Angeles, CA",82955,22552
14000US06037297500,"Census Tract 2975, Los Angeles, CA",88229,25724
14000US06037297601,"Census Tract 2976.01, Los Angeles, CA",55246,9057
14000US06037297602,"Census Tract 2976.02, Los Angeles, CA",64873,16551
14000US06037701100,"Census Tract 7011, Los Angeles, CA",45536,34084
14000US06037930200,"Census Tract 9302, Los Angeles, CA",85972,61298
14000US06037980008,"Census Tract 9800.08, Los Angeles, CA",,
14000US06037980009,"Census Tract 9800.09, Los Angeles, CA",,
14000US06037980010,"Census Tract 9800.10, Los Angeles, CA",19167,11351
14000US06037980014,"Census Tract 9800.14, Los Angeles, CA",,
14000US06037980015,"Census Tract 9800.15, Los Angeles, CA",66000,32077
14000US06037980019,"Census Tract 9800.19, Los Angeles, CA",231250,117385
14000US06037980020,"Census Tract 9800.20, Los Angeles, CA",,
14000US06037980021,"Census Tract 9800.21, Los Angeles, CA",,
14000US06037980022,"Census Tract 9800.22, Los Angeles, CA",,
14000US06037980023,"Census Tract 9800.23, Los Angeles, CA",,
14000US06037980024,"Census Tract 9800.24, Los Angeles, CA",150250,13582
14000US06037980026,"Census Tract 9800.26, Los Angeles, CA",,
14000US06037980028,"Census Tract 9800.28, Los Angeles, CA",,
14000US06037980031,"Census Tract 9800.31, Los Angeles, CA",,
14000US06037990200,"Census Tract 9902, Los Angeles, CA",,
